number,flag,text
1028281,0,cursor
1028282,0,cursor
1028283,0,cursor
1028284,0,cursor
1028285,0,cursor
1028286,0,cursor
1028287,0,cursor
1028288,0,cursor
1028289,0,cursor
1028290,0,cursor
1028291,0,
1028292,0,
1028293,0,
1028294,0,
1028295,0,
1028296,0,
1028297,0,
1028298,0,cursor
1028299,0,cursor
1028300,0,cursor
1028301,0,cursor
1028302,0,cursor
1028303,0,cursor
1028304,0,cursor
1028305,0,cursor
1028306,0,cursor
1028307,0,cursor
1028308,0,cursor
1028309,0,cursor
1028310,0,cursor
1028311,0,cursor
1028312,0,cursor
1028313,0,cursor
1028314,0,cauldron
1028315,0,basket
1028316,0,statue of the faie
1028317,0,pillar
1028318,0,keyed table
1028319,0,podium
1028320,0,Clumsy
1028321,0,Create Food
1028322,0,Feeblemind
1028323,0,Heal
1028324,0,Magic Arrow
1028325,0,Night Sight
1028326,0,Reactive Armor
1028327,0,Weaken
1028328,0,Agility
1028329,0,Cunning
1028330,0,Cure
1028331,0,Harm
1028332,0,Magic Trap
1028333,0,Magic Untrap
1028334,0,Protection
1028335,0,Strength
1028336,0,Bless
1028337,0,Fireball
1028338,0,Magic Lock
1028339,0,Poison
1028340,0,Telekinesis
1028341,0,Teleport
1028342,0,Magic Unlock
1028343,0,Wall of Stone
1028344,0,Arch Cure
1028345,0,Arch Protection
1028346,0,Curse
1028347,0,Fire Field
1028348,0,Greater Heal
1028349,0,Lightning
1028350,0,Mana Drain
1028351,0,Recall
1028352,0,Blade Spirits
1028353,0,Dispel Field
1028354,0,Incognito
1028355,0,Magic Reflection
1028356,0,Mind Blast
1028357,0,Paralyze
1028358,0,Poison Field
1028359,0,Summon Creature
1028360,0,Dispel
1028361,0,Energy Bolt
1028362,0,Explosion
1028363,0,Invisibility
1028364,0,Mark
1028365,0,Mass Curse
1028366,0,Paralyze Field
1028367,0,Reveal
1028368,0,Chain Lightning
1028369,0,Energy Field
1028370,0,Flamestrike
1028371,0,Gate Travel
1028372,0,Mana Vampire
1028373,0,Mass Dispell
1028374,0,Meteor Swarm
1028375,0,Polymorph
1028376,0,Earthquake
1028377,0,Energy Vortex
1028378,0,Resurrection
1028379,0,Summon Air
1028380,0,Summon Demon
1028381,0,Summon Earth
1028382,0,Summon Fire
1028383,0,Summon Water
1028384,0,Circle 1
1028385,0,Circle 2
1028386,0,Circle 3
1028387,0,Circle 4
1028388,0,Circle 5
1028389,0,Circle 6
1028390,0,Circle 7
1028391,0,Circle 8
1028392,0,ettin frame
1028393,0,gorilla frame
1028394,0,lizardman frame
1028395,0,ogre frame
1028396,0,troll frame
1028397,0,male
1028398,0,female
1028399,0,Bear Frame
1028400,0,Rat Frame
1028401,0,Chicken Frame
1028402,0,Corpser Frame
1028403,0,Demon Frame
1028404,0,Deer Frame
1028405,0,Dog Frame
1028406,0,Dragon Frame
1028407,0,Earth Elemental Fr
1028408,0,Ettin Frame
1028409,0,Gargoyle Frame
1028410,0,Crocodile Frame
1028411,0,Grizzly Bear Frame
1028412,0,Harpy Frame
1028413,0,Horse Frame
1028414,0,Lizard Man Frame
1028415,0,Ogre Frame
1028416,0,Orc Frame
1028417,0,Polar Bear Frame
1028418,0,Rabbit Frame
1028419,0,Rat Man Frame
1028420,0,Scorpion Frame
1028421,0,Serpent Frame
1028422,0,Sheep Frame
1028423,0,Skeleton Frame
1028424,0,Slime
1028425,0,Troll Frame
1028426,0,Wolf Frame
1028427,0,Wooly Sheep Frame
1028428,0,Zombie Frame
1028429,0,air elemental
1028430,0,bird
1028431,0,bull
1028432,0,bull
1028433,0,dolphin
1028434,0,eagle
1028435,0,fire elemental
1028436,0,gazer
1028437,0,gorilla
1028438,0,llama
1028439,0,cougar
1028440,0,liche
1028441,0,mongbat
1028442,0,reaper
1028443,0,sea serpent
1028444,0,snake
1028445,0,spider
1028446,0,snake
1028447,0,walrus
1028448,0,wisp
1028449,0,pig
1028450,0,panther
1028451,0,cow
1028452,0,daemon
1028453,0,daemon
1028454,0,human male
1028455,0,human female
1028456,0,mountain goat
1028457,0,ghoul
1028458,0,headless
1028459,0,water elemental
1028460,0,
1028461,0,
1028462,0,
1028463,0,
1028464,0,
1028465,0,
1028466,0,
1028467,0,
1028468,0,
1028469,0,
1028470,0,
1028471,0,
1028472,0,black bear
1028473,0,big cat
1028474,0,bird
1028475,0,cat
1028476,0,dog
1028477,0,eagle
1028478,0,grizzly bear
1028479,0,horse
1028480,0,horse
1028481,0,horse
1028482,0,wolf
1028483,0,rat
1028484,0,horse
1028485,0,rabbit
1028486,0,packhorse
1028487,0,packllama
1028488,0,
1028489,0,
1028490,0,terathan warrior
1028491,0,terathan drone
1028492,0,terathan matriarch
1028493,0,cyclops
1028494,0,titan
1028495,0,giant toad
1028496,0,bullfrog
1028497,0,lizard
1028498,0,ophidian mage
1028499,0,ophidian warrior
1028500,0,ophidian queen
1028501,0,desert ostard
1028502,0,frenzied ostard
1028503,0,forest ostard
1028504,0,
1028505,0,
1028506,0,
1028507,0,
1028508,0,
1028509,0,
1028510,0,
1028511,0,stars
1028512,0,stars
1028513,0,stars
1028514,0,stars
1028515,0,stars
1028516,0,stars
1028517,0,
1028518,0,
1028519,0,
1028520,0,thatch roof
1028521,0,thatch roof
1028522,0,thatch roof
1028523,0,thatch roof
1028524,0,thatch roof
1028525,0,thatch roof
1028526,0,thatch roof
1028527,0,thatch roof
1028528,0,
1028529,0,
1028530,0,
1028531,0,
1028532,0,
1028533,0,
1028534,0,
1028535,0,
1028536,0,
1028537,0,
1028538,0,rattan wall
1028539,0,rattan wall
1028540,0,rattan wall
1028541,0,
1028542,0,
1028543,0,
1028544,0,
1028545,0,
1028546,0,
1028547,0,
1028548,0,
1028549,0,
1028550,0,cave wall
1028551,0,cave wall
1028552,0,cave wall
1028553,0,cave wall
1028554,0,
1028555,0,
1028556,0,
1028557,0,
1028558,0,
1028559,0,
1028560,0,wooden shingle
1028561,0,wooden shingle
1028562,0,wooden shingle
1028563,0,wooden shingle
1028564,0,wooden shingle
1028565,0,wooden shingle
1028566,0,wooden shingle
1028567,0,wooden shingle
1028568,0,slate roof
1028569,0,slate roof
1028570,0,slate roof
1028571,0,slate roof
1028572,0,slate roof
1028573,0,slate roof
1028574,0,slate roof
1028575,0,slate roof
1028576,0,palm fronds
1028577,0,palm fronds
1028578,0,palm fronds
1028579,0,palm fronds
1028580,0,palm fronds
1028581,0,palm fronds
1028582,0,palm fronds
1028583,0,palm fronds
1028584,0,palisade
1028585,0,palisade
1028586,0,palisade
1028587,0,palisade
1028588,0,palisade
1028589,0,palisade
1028590,0,palisade
1028591,0,palisade
1028592,0,palisade
1028593,0,palisade
1028594,0,palisade
1028595,0,palisade
1028596,0,palisade
1028597,0,palisade
1028598,0,palisade
1028599,0,palisade
1028600,0,nodraw
1028601,0,nodraw
1028602,0,nodraw
1028603,0,nodraw
1028604,0,nodraw
1028605,0,nodraw
1028606,0,nodraw
1028607,0,nodraw
1028608,0,nodraw
1028609,0,nodraw
1028610,0,nodraw
1028611,0,
1028612,0,no draw
1028613,0,palisade
1028614,0,palisade
1028615,0,palisade
1028616,0,palisade
1028617,0,wooden wall
1028618,0,wooden wall
1028619,0,wooden wall
1028620,0,wooden wall
1028621,0,wooden wall
1028622,0,wooden wall
1028623,0,wooden wall
1028624,0,wooden wall
1028625,0,log wall
1028626,0,log wall
1028627,0,log wall
1028628,0,log wall
1028629,0,log wall
1028630,0,log wall
1028631,0,log wall
1028632,0,log wall
1028633,0,
1028634,0,
1028635,0,
1028636,0,nodraw
1028637,0,log wall
1028638,0,log wall
1028639,0,log wall
1028640,0,log wall
1028641,0,log wall
1028642,0,log wall
1028643,0,log wall
1028644,0,log wall
1028645,0,log wall
1028646,0,log wall
1028647,0,log wall
1028648,0,log wall
1028649,0,log wall
1028650,0,log wall
1028651,0,log wall
1028652,0,log wall
1028653,0,wooden wall
1028654,0,wooden wall
1028655,0,wooden wall
1028656,0,wooden wall
1028657,0,wooden fence
1028658,0,wooden fence
1028659,0,wooden fence
1028660,0,wooden fence
1028661,0,wooden wall
1028662,0,wooden wall
1028663,0,wooden wall
1028664,0,wooden wall
1028665,0,wooden wall
1028666,0,wooden wall
1028667,0,
1028668,0,wooden wall
1028669,0,dungeon wall
1028670,0,dungeon wall
1028671,0,dungeon wall
1028672,0,dungeon wall
1028673,0,dungeon wall
1028674,0,dungeon wall
1028675,0,dungeon wall
1028676,0,dungeon wall
1028677,0,dungeon wall
1028678,0,dungeon wall
1028679,0,dungeon wall
1028680,0,dungeon wall
1028681,0,tile roof
1028682,0,tile roof
1028683,0,tile roof
1028684,0,tile roof
1028685,0,tile roof
1028686,0,tile roof
1028687,0,tile roof
1028688,0,tile roof
1028689,0,
1028690,0,
1028691,0,
1028692,0,
1028693,0,
1028694,0,
1028695,0,
1028696,0,
1028697,0,
1028698,0,
1028699,0,
1028700,0,skull spikes
1028701,0,stone wall
1028702,0,vial
1028703,0,skull window
1028704,0,skull window
1028705,0,stone spike
1028706,0,stone spike
1028707,0,skull
1028708,0,skull pole
1028709,0,unused
1028710,0,crystal
1028711,0,crystal
1028712,0,crystal
1028713,0,crystal
1028714,0,crystal
1028715,0,crystal
1028716,0,crystal
1028717,0,crystal
1028718,0,crystal
1028719,0,unused
1028720,0,crystal
1028721,0,crystal
1028722,0,crystal
1028723,0,crystal
1028724,0,crystal
1028725,0,crystal
1028726,0,crystal
1028727,0,crystal
1028728,0,crystal
1028729,0,unused
1028730,0,crystal
1028731,0,crystal
1028732,0,crystal
1028733,0,crystal
1028734,0,crystal
1028735,0,crystal
1028736,0,crystal
1028737,0,crystal
1028738,0,crystal
1028739,0,unused
1028740,0,crystal
1028741,0,crystal
1028742,0,crystal
1028743,0,crystal
1028744,0,crystal
1028745,0,crystal
1028746,0,crystal
1028747,0,crystal
1028748,0,crystal
1028749,0,unused
1028750,0,mushroom
1028751,0,mushroom
1028752,0,mushroom
1028753,0,mushroom
1028754,0,ant hill
1028755,0,gopher mound
1028756,0,dragon head
1028757,0,dragon head
1028758,0,lance
1028759,0,lance
1028760,0,lance
1028761,0,lance
1028762,0,broken crystals
1028763,0,broken crystals
1028764,0,broken crystals
1028765,0,broken crystals
1028766,0,broken crystals
1028767,0,broken crystals
1028768,0,broken crystals
1028769,0,broken crystals
1028770,0,broken crystals
1028771,0,broken crystals
1028772,0,broken crystals
1028773,0,broken crystals
1028774,0,broken crystals
1028775,0,broken crystals
1028776,0,broken crystals
1028777,0,broken crystals
1028778,0,willow tree
1028779,0,willow tree
1028780,0,oak tree
1028781,0,oak tree
1028782,0,demon skull
1028783,0,demon skull
1028784,0,demon skull
1028785,0,demon skull
1028786,0,book of chivalry
1028787,0,Necromancer Spellbook
1028788,0,book of arms
1028789,0,
1028790,0,bagball
1028791,0,bagball
1028792,0,a bulk order deed
1028793,0,Bulk Order Book
1028794,0,Book of Bard Masteries
1028795,0,Book of Bard Masteries
1028796,0,
1028797,0,
1028798,0,
1028799,0,
1028800,0,animate dead
1028801,0,blood oath
1028802,0,corpse skin
1028803,0,curse weapon
1028804,0,evil omen
1028805,0,horrific beast
1028806,0,lich form
1028807,0,mind rot
1028808,0,pain spike
1028809,0,poison strike
1028810,0,strangle
1028811,0,summon familiar
1028812,0,vampiric embrace
1028813,0,vengeful spirit
1028814,0,wither
1028815,0,wraith form
1028816,0,exorcism
1028817,0,
1028818,0,
1028819,0,
1028820,0,
1028821,0,
1028822,0,
1028823,0,
1028824,0,
1028825,0,
1028826,0,scroll of calling
1028827,0,Scroll of Abraxus
1028828,0,cleanse by fire
1028829,0,close wounds
1028830,0,consecrate weapon
1028831,0,dispel evil
1028832,0,divine fury
1028833,0,enemy of one
1028834,0,holy light
1028835,0,noble sacrifice
1028836,0,remove curse
1028837,0,sacred journey
1028838,0,Armor Ignore
1028839,0,Bleed Attack
1028840,0,Concussion Blow
1028841,0,Crushing Blow
1028842,0,Disarm
1028843,0,Dismount
1028844,0,Double Strike
1028845,0,Infecting
1028846,0,Mortal Strike
1028847,0,Moving Shot
1028848,0,Paralyzing Blow
1028849,0,Shadow Strike
1028850,0,Whirlwind Attack
1028851,0,Riding Swipe
1028852,0,Frenzied Whirlwind
1028853,0,Block
1028854,0,Defense Mastery
1028855,0,Nerve Strike
1028856,0,Talon Strike
1028857,0,Feint
1028858,0,Dual Wield
1028859,0,Double Shot
1028860,0,Armor Pierce
1028861,0,Bladeweave
1028862,0,Force Arrow
1028863,0,Lightning Arrow
1028864,0,Psychic Attack
1028865,0,Serpent Arrow
1028866,0,Force of Nature
1028867,0,
1028868,0,
1028869,0,
1028870,0,
1028871,0,
1028872,0,
1028873,0,
1028874,0,
1028875,0,
1028876,0,
1028877,0,
1028878,0,
1028879,0,
1028880,0,
1028881,0,
1028882,0,
1028883,0,
1028884,0,
1028885,0,
1028886,0,
1028887,0,
1028888,0,
1028889,0,
1028890,0,
1028891,0,
1028892,0,
1028893,0,
1028894,0,
1028895,0,
1028896,0,
1028897,0,
1028898,0,
1028899,0,
1028900,0,
1028901,0,Runebook
1028902,0,
1028903,0,
1028904,0,
1028905,0,
1028906,0,
1028907,0,
1028908,0,
1028909,0,
1028910,0,
1028911,0,
1028912,0,
1028913,0,
1028914,0,
1028915,0,
1028916,0,
1028917,0,
1028918,0,
1028919,0,
1028920,0,
1028921,0,
1028922,0,
1028923,0,
1028924,0,
1028925,0,
1028926,0,
1028927,0,
1028928,0,
1028929,0,
1028930,0,
1028931,0,
1028932,0,
1028933,0,
1028934,0,
1028935,0,
1028936,0,
1028937,0,
1028938,0,
1028939,0,
1028940,0,
1028941,0,
1028942,0,
1028943,0,
1028944,0,
1028945,0,
1028946,0,
1028947,0,
1028948,0,
1028949,0,
1028950,0,
1028951,0,
1028952,0,
1028953,0,
1028954,0,
1028955,0,
1028956,0,
1028957,0,
1028958,0,
1028959,0,
1028960,0,
1028961,0,
1028962,0,
1028963,0,
1028964,0,
1028965,0,flower garland
1028966,0,flower garland
1028967,0,fur boots
1028968,0,fur boots
1028969,0,fur cape
1028970,0,fur cape
1028971,0,fur sarong
1028972,0,fur sarong
1028973,0,gilded dress
1028974,0,gilded dress
1028975,0,formal shirt
1028976,0,formal shirt
1028977,0,
1028978,0,
1028979,0,
1028980,0,
1028981,0,
1028982,0,
1028983,0,
1028984,0,
1028985,0,
1028986,0,
1028987,0,
1028988,0,
1028989,0,
1028990,0,
1028991,0,
1028992,0,
1028993,0,
1028994,0,
1028995,0,
1028996,0,
1028997,0,
1028998,0,
1028999,0,
1029000,0,snowman
1029001,0,snowman
1029002,0,gift box
1029003,0,gift box
1029004,0,wreath
1029005,0,wreath
1029006,0,snowflake
1029007,0,snowflake
1029008,0,poinsettia
1029009,0,poinsettia
1029010,0,fireflies
1029011,0,fireflies
1029012,0,fireflies
1029013,0,fireflies
1029014,0,fireflies
1029015,0,fireflies
1029016,0,fireflies
1029017,0,fireflies
1029018,0,
1029019,0,
1029020,0,serpent pillar
1029021,0,serpent pillar
1029022,0,serpent pillar
1029023,0,serpent pillar
1029024,0,serpent pillar
1029025,0,serpent pillar
1029026,0,serpent pillar
1029027,0,serpent pillar
1029028,0,serpent pillar
1029029,0,serpent pillar
1029030,0,serpent pillar
1029031,0,serpent pillar
1029032,0,serpent pillar
1029033,0,serpent pillar
1029034,0,serpent pillar
1029035,0,Rose of Trinsic
1029036,0,Rose of Trinsic
1029037,0,Rose of Trinsic
1029038,0,The Tapestry of Sosaria
1029039,0,The Tapestry of Sosaria
1029040,0,Hearth of the Home Fire
1029041,0,Hearth of the Home Fire
1029042,0,Hearth of the Home Fire
1029043,0,Hearth of the Home Fire
1029044,0,Hearth of the Home Fire
1029045,0,Hearth of the Home Fire
1029046,0,Hearth of the Home Fire
1029047,0,Hearth of the Home Fire
1029048,0,Hearth of the Home Fire
1029049,0,Hearth of the Home Fire
1029050,0,Hearth of the Home Fire
1029051,0,Hearth of the Home Fire
1029052,0,Hearth of the Home Fire
1029053,0,Hearth of the Home Fire
1029054,0,Hearth of the Home Fire
1029055,0,Hearth of the Home Fire
1029056,0,Hearth of the Home Fire
1029057,0,Hearth of the Home Fire
1029058,0,Hearth of the Home Fire
1029059,0,Hearth of the Home Fire
1029060,0,Hearth of the Home Fire
1029061,0,Hearth of the Home Fire
1029062,0,Hearth of the Home Fire
1029063,0,Hearth of the Home Fire
1029064,0,Hearth of the Home Fire
1029065,0,Hearth of the Home Fire
1029066,0,Hearth of the Home Fire
1029067,0,Hearth of the Home Fire
1029068,0,kabuto
1029069,0,kabuto
1029070,0,holiday candle
1029071,0,holiday candle
1029072,0,holiday candle
1029073,0,holiday candle
1029074,0,holiday candle
1029075,0,holiday candle
1029076,0,mistletoe
1029077,0,mistletoe
1029078,0,festive cactus
1029079,0,snowy tree
1029080,0,decorative topiary
1029081,0,
1029082,0,
1029083,0,
1029084,0,
1029085,0,
1029086,0,
1029087,0,
1029088,0,
1029089,0,
1029090,0,
1029091,0,
1029092,0,
1029093,0,
1029094,0,
1029095,0,
1029096,0,
1029097,0,
1029098,0,
1029099,0,
1029100,0,book of bushido
1029101,0,honorable execution
1029102,0,confidence
1029103,0,evasion
1029104,0,counter attack
1029105,0,lightning strike
1029106,0,momentum strike
1029107,0,
1029108,0,
1029109,0,
1029110,0,
1029111,0,
1029112,0,
1029113,0,
1029114,0,
1029115,0,
1029116,0,
1029117,0,
1029118,0,
1029119,0,
1029120,0,book of ninjitsu
1029121,0,focus attack
1029122,0,death strike
1029123,0,animal form
1029124,0,ki attack
1029125,0,surprise attack
1029126,0,backstab
1029127,0,shadowjump
1029128,0,mirror image
1029129,0,smoke bomb
1029130,0,
1029131,0,
1029132,0,
1029133,0,
1029134,0,
1029135,0,
1029136,0,
1029137,0,
1029138,0,
1029139,0,
1029140,0,
1029141,0,
1029142,0,
1029143,0,
1029144,0,
1029145,0,
1029146,0,
1029147,0,
1029148,0,
1029149,0,
1029150,0,ceramic roof
1029151,0,ceramic roof
1029152,0,ceramic roof
1029153,0,ceramic roof
1029154,0,ceramic roof
1029155,0,ceramic roof
1029156,0,ceramic roof
1029157,0,ceramic roof
1029158,0,ceramic roof
1029159,0,ceramic roof
1029160,0,ceramic roof
1029161,0,ceramic roof
1029162,0,ceramic roof
1029163,0,ceramic roof
1029164,0,ceramic roof
1029165,0,ceramic roof
1029166,0,ceramic roof
1029167,0,ceramic roof
1029168,0,ceramic roof
1029169,0,ceramic roof
1029170,0,ceramic roof
1029171,0,ceramic roof
1029172,0,ceramic roof
1029173,0,ceramic roof
1029174,0,ceramic roof
1029175,0,ceramic roof
1029176,0,ceramic roof
1029177,0,ceramic roof
1029178,0,ceramic roof
1029179,0,ceramic roof
1029180,0,ceramic roof
1029181,0,ceramic roof
1029182,0,ceramic roof
1029183,0,ceramic roof
1029184,0,ceramic roof
1029185,0,ceramic roof
1029186,0,ceramic roof
1029187,0,ceramic roof
1029188,0,ceramic roof
1029189,0,ceramic roof
1029190,0,ceramic roof
1029191,0,ceramic roof
1029192,0,ceramic roof
1029193,0,ceramic roof
1029194,0,ceramic roof
1029195,0,ceramic roof
1029196,0,ceramic roof
1029197,0,ceramic roof
1029198,0,ceramic roof
1029199,0,ceramic roof
1029200,0,ceramic roof
1029201,0,ceramic roof
1029202,0,ceramic roof
1029203,0,ceramic roof
1029204,0,ceramic roof
1029205,0,ceramic roof
1029206,0,ceramic roof
1029207,0,ceramic roof
1029208,0,ceramic roof
1029209,0,ceramic roof
1029210,0,ceramic roof
1029211,0,ceramic roof
1029212,0,ceramic roof
1029213,0,ceramic roof
1029214,0,ceramic roof
1029215,0,ceramic roof
1029216,0,
1029217,0,
1029218,0,
1029219,0,
1029220,0,
1029221,0,
1029222,0,
1029223,0,
1029224,0,
1029225,0,fan
1029226,0,fan
1029227,0,fan
1029228,0,fan
1029229,0,painting
1029230,0,painting
1029231,0,painting
1029232,0,painting
1029233,0,painting
1029234,0,painting
1029235,0,painting
1029236,0,painting
1029237,0,painting
1029238,0,painting
1029239,0,painting
1029240,0,painting
1029241,0,sculpture
1029242,0,tower sculpture
1029243,0,sculpture
1029244,0,small urn
1029245,0,urn
1029246,0,urn
1029247,0,wooden door
1029248,0,wooden door
1029249,0,wooden door
1029250,0,wooden door
1029251,0,wooden door
1029252,0,wooden door
1029253,0,wood floor
1029254,0,wood floor
1029255,0,wood floor
1029256,0,wood floor
1029257,0,wood floor
1029258,0,wood floor
1029259,0,wood floor
1029260,0,wood floor
1029261,0,wood floor
1029262,0,wood floor
1029263,0,wood floor
1029264,0,wood floor
1029265,0,wood floor
1029266,0,wood floor
1029267,0,wood floor
1029268,0,wood floor
1029269,0,wood floor
1029270,0,wood floor
1029271,0,wood floor
1029272,0,wood floor
1029273,0,wood floor
1029274,0,wood floor
1029275,0,wood floor
1029276,0,wood floor
1029277,0,wood floor
1029278,0,wood floor
1029279,0,wood floor
1029280,0,wood floor
1029281,0,wood floor
1029282,0,wood floor
1029283,0,wood floor
1029284,0,wood floor
1029285,0,wood floor
1029286,0,wood floor
1029287,0,wood floor
1029288,0,wood floor
1029289,0,wood floor
1029290,0,wood floor
1029291,0,wood floor
1029292,0,wood floor
1029293,0,wood floor
1029294,0,wood floor
1029295,0,wood floor
1029296,0,wood floor
1029297,0,wood floor
1029298,0,wood floor
1029299,0,pond
1029300,0,pond
1029301,0,pond
1029302,0,pond
1029303,0,pond
1029304,0,pond
1029305,0,pond
1029306,0,pond
1029307,0,pond
1029308,0,pond
1029309,0,pond
1029310,0,sand
1029311,0,sand
1029312,0,sand
1029313,0,sand
1029314,0,sand
1029315,0,sand
1029316,0,rock and sand
1029317,0,rock and sand
1029318,0,rock and sand
1029319,0,rock and sand
1029320,0,sand
1029321,0,sand
1029322,0,sand
1029323,0,sand
1029324,0,bamboo
1029325,0,bamboo
1029326,0,bamboo
1029327,0,bamboo
1029328,0,bamboo
